,내용,날짜,별점,재구매,한달사용기,종류
17021,"치과치솔 비싸던데
제품도 좋고 저렴하게 잘 구매했네요",21.03.09.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 개별 박스포장
17022,왜 진작 몰랐을까하는생각이드네요 좋아요,21.03.12.,5,0,0,종류: (반반)교정v 일반모6개+교정v 슬림모6개 / 선택: 실속 패키지
17023,교정시작했는데 필요할것같아서요~~ 빠른배송 감사합니다,21.03.04.,5,0,0,종류: A2.치간칫솔L형 50p / 선택: 2S(보편적인)
17024,칫솔모가 탄력적이면서도 부드러워요:),21.04.02.,5,0,0,종류: 04-고급 이중슬림모(탄력적인)12개 / 선택: 실속 패키지
17025,잘받았습니다 마음에듭니다,21.04.03.,5,0,0,종류: (반반)교정v 일반모6개+교정v 슬림모6개 / 선택: 실속 패키지
17026,"넘 저렴하고 사용하는데 얘들도 만족하네요
배송도 빠릅니다.",21.03.29.,5,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17027,튼튼하고 양도 굉장히 많아요. 교정기간 내내 쓸수있겠어요,21.03.05.,5,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17028,치과에서 받은 그런 종류라서 마음에 드네요.,21.03.31.,5,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17029,이전에 쓰던 것과 크게 다르지않아 좋습니다.,21.03.31.,4,0,0,종류: 04-고급 슬림 미세모(부드러움)12개 / 선택: 실속 패키지
17030,교정시작해서 잘 사용하고있습니다,21.03.12.,5,0,0,종류: (반반)교정v 일반모6개+교정v 슬림모6개 / 선택: 실속 패키지
17031,한달사용기교정인 필수템 잇몸약한데 미세모 좋아용,21.03.11.,5,0,한달사용기,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17032,"아이가 교정을 시작해서 구매했네요.
감사합니당",21.03.05.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17033,"잘받았습니다
사은품도 주시고 감사해요
잘쓸게요..
써보고 좋으면 재구매하겠습니다",21.03.22.,4,0,0,종류: 03-이중 슬림 미세모(탄력적인) 12개 / 선택: 실속 패키지
17034,한달사용기완전 짱입니다. 정말 너무 좋아요~~^^,21.04.04.,5,0,한달사용기,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 개별 박스포장
17035,가성비 갑!입니다. 앞으로 여기서 계속 구매할게요,21.03.26.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17036,한달사용기좋아용 딱 원하던 모 사이즈에 원하던 부드러움이에용,21.03.10.,5,0,한달사용기,종류: 03-이중 슬림 미세모(탄력적인) 12개 / 선택: 실속 패키지
17037,한달사용기사이즈가 딱 젛습니다,21.04.04.,5,0,한달사용기,종류: 04-고급 이중슬림모(탄력적인)12개 / 선택: 실속 패키지
17038,한달사용기저렴하게 구입해서  잘 사용하고 있어요,21.03.11.,4,0,한달사용기,종류: A2.치간칫솔L형 50p / 선택: 4S
17039,싼 가격에 양도 많아서 오래 쓰겠어요,21.03.11.,5,0,0,종류: 08-어금니 일반모(뾰족형) / 선택: 실속 패키지 12개
17040,"오지마자 텄어요~
주문실수로 강한모로 주문했지만 괜찮네여",21.03.05.,5,0,0,종류: 01-일반 강한모(치석 제거용) 12개 / 선택: 실속 패키지
17041,한달사용기온가족이 함께 쓰고 있어요,21.03.13.,5,0,한달사용기,종류: 04-고급 슬림 미세모(부드러움)12개 / 선택: 실속 패키지
17042,초5 교정을 시작해서 구매해봤어요. 가격도 저렴하고 다양한 칫솔을 다 함께 구매할 수 있어서 좋아요. 병원에서 사는 것보다 훨씬 저렴해요.,21.02.23.,5,0,0,종류: 08-어금니 일반모(뾰족형) / 선택: 실속 패키지 12개
17043,나름 괜찮고 쓸만한합니다,21.04.03.,4,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17044,"매번 이것만 주문해요
아이가ㅡ다른칫솔보다 부드럽고 좋데요",21.03.05.,5,0,0,종류: 유아 3단계 이중미세모 12개 / 선택: 실속 패키지 색상혼합
17045,좋아요. 잘 사용하겠습니다,21.03.09.,4,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17046,아주 잘쓰고 있어요,21.03.15.,5,0,0,종류: (반반)교정v 일반모6개+교정v 슬림모6개 / 선택: 실속 패키지
17047,한달사용기교정칫솔 잘쓰고 있습니다.,21.03.14.,5,0,한달사용기,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17048,"한달사용기잘  사용하고   있답니다 
재구매 하려구요",21.03.11.,5,0,한달사용기,종류: 01-일반 강한모(치석 제거용) 12개 / 선택: 실속 패키지
17049,한달사용기치과에서 받은 칫솔은 빨리 벌어지고 칫솔모가 조금 센 편이라 불편했는데 다 사용 후에 찾다가 부드럽다는 후기가 많아서 구매했어요. 설마 부드러워봤자 얼마나 부드럽겠어 싶었는데 생각 외로 부드럽고 칫솔모가 세지 않아서 잇몸에 상처가 나지는 않았어요. 다음에도 재구매할 의사있습니다!,21.03.04.,4,0,한달사용기,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17050,"싸고 좋아요.
여러가지 한번에 시켜 좋네요",21.03.07.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17051,칫솔모도 튼튼하고 치아교정에 잘 사용하고 있습니다,21.03.08.,5,0,0,종류: 08-어금니 일반모(돔형) / 선택: 실속 패키지 12개
17052,칫솔모도 튼튼하고 치아교정에 잘 사용하고 있습니다,21.03.08.,5,0,0,종류: 08-어금니 일반모(뾰족형) / 선택: 실속 패키지 12개
17053,칫솔모도 튼튼하고 치아교정에 잘 사용하고 있습니다,21.03.08.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17054,빠른배송저렴한 제품  잘 쓰겠습니다 ~,21.02.26.,5,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17055,"애가 교정을 시작해서 구매했어요
치과에서는 너무 비싸고 해서 알아보다가 삿는데 갠찮다고 하네요
색깔도 이쁘고 양도 많고 다쓰면 또 구매할께요",21.03.15.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17056,아이가 잘 쓰고 있어요,21.03.14.,5,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17057,"한달사용기가성비 굿입니다.
다쓰면 재구매 할께요",21.03.11.,5,0,한달사용기,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17058,"교정중인 아들용으로 샀어요
치과에서 처음받은건 장치에 간혹 장치에 낀다고해서..
그동안 실리콘칫솔 사용했었는데
혹시나해서 주문해봅니다
상품평이 좋고 많으니 만족스러울거라 믿고~~
사용해보고 재구매 할수있으면 좋겠네요~~",21.03.09.,5,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17059,"재구매부르럽고 좋아요
늘 떨어지기 전에 주문해요",21.03.11.,5,재구매,0,종류: 04-고급 슬림 미세모(부드러움)12개 / 선택: 실속 패키지
17060,재구매가성비 좋고 괜찮네요,21.04.03.,4,재구매,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17061,"친구 부탁해서 사용했는데~
이중모라 넘 좋아요",21.03.25.,5,0,0,종류: 03-이중 슬림 미세모(탄력적인) 12개 / 선택: 실속 패키지
17062,싸게 잘 샀어요 잘쓸게요,21.03.12.,5,0,0,종류: (반반)교정v 일반모6개+교정v 슬림모6개 / 선택: 실속 패키지
17063,재구매벌써 네번째? 재구매에요 이거 쓰다가 마트에서 파는 칫솔은 못쓰겠어요 크기도 적당하고 좋아요,21.02.25.,5,재구매,0,종류: 03-이중 슬림 미세모(탄력적인) 12개 / 선택: 실속 패키지
17064,한달사용기교정시 필수 칫솔. 잘쓰고 있어요,21.03.07.,5,0,한달사용기,종류: 유아 3단계 이중미세모 12개 / 선택: 실속 패키지 색상혼합
17065,만족합니다.잘사용할게요~~~,21.03.30.,4,0,0,종류: 04-고급 이중슬림모(탄력적인)12개 / 선택: 실속 패키지
17066,오프라인보다 훨씬 저렴하네요. 괜히 치과에서 비싸게 샀어요,21.03.03.,3,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17067,교정하는 아이들에게 어금니 칫솔 사용하라고 사줬습니다,21.03.07.,5,0,0,종류: 08-어금니 일반모(뾰족형) / 선택: 실속 패키지 6개
17068,좋습니다~~~~~<<<<<,21.04.29.,4,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17069,교정중인데 잘쓰고있습니다,21.03.12.,5,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17070,아이가 교정중이라  구매했는데  대용량  저렴하게  구매서  좋네요~^^,21.03.07.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17071,교정기 끼고있는 사람들이 딱 쓰기 좋은 칫솔인것같아요!!,21.03.07.,5,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17072,한달사용기사용하는데불편한점없고만족합니다,21.03.30.,5,0,한달사용기,종류: 02-슬림 미세모(부드러움) 12개 / 선택: 실속 패키지
17073,한달사용기사용하는데불편한점없고만족합니다,21.03.30.,5,0,한달사용기,종류: 03-이중 슬림 미세모(탄력적인) 12개 / 선택: 실속 패키지
17074,가격대비 훌륭합니다,21.04.03.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17075,부드러우면서 잘 닦여 좋아요,21.04.01.,5,0,0,종류: 03-이중 슬림 미세모(탄력적인) 12개 / 선택: 실속 패키지
17076,배송빠르고 칫솔뚜껑이있어서 위생적이에요,21.03.29.,5,0,0,종류: 02-슬림 미세모(부드러움) 12개 / 선택: 실속 패키지
17077,칫솔이 탄탄하면서도 좋아요. 포장도 깔끔하고 가성비 좋아요.,21.03.26.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17078,배송빠르고 화면과 같ㅇ요,21.04.05.,4,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17079,걱정했던것보다 맘에 들어요!,21.03.12.,5,0,0,종류: (반반)교정v 일반모6개+교정v 슬림모6개 / 선택: 실속 패키지
17080,배송이빠르고 이가잘닦임,21.04.04.,5,0,0,종류: (반반)교정v 일반모6개+교정v 슬림모6개 / 선택: 실속 패키지
17081,치과에서 사는것보다 엄청저렴하네요^^,21.03.31.,5,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17082,좋으네요 좋아요 또 구매할께요,21.04.03.,5,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17083,좋아ㅏ요 ㅎㅎ ><,21.04.14.,4,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17084,저렴한 가격에 잘 샀습니다~감사합니다^^,21.03.31.,4,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17085,한달사용기작은모를 사용하다가 이번에 선택 잘못으로 큰모로 왔는데 와~ 너무 크게 느껴져요. 미세모인데도 좀 쎈 듯한 느낌. 다음에 작은모로 다시 구매해서 사용할 예정이에요.,21.03.12.,4,0,한달사용기,종류: 03-이중 슬림 미세모(탄력적인) 12개 / 선택: 실속 패키지
17086,"교정중에 후기보고 구매했습니다 
잘 사용하겠습니다.",21.03.28.,5,0,0,종류: (반반)교정v 일반모6개+교정v 슬림모6개 / 선택: 실속 패키지
17087,가격도 저렴하고 내구성도 좋고 칫솔모도 다양해서 좋아요!,21.03.29.,5,0,0,종류: 03-이중 슬림 미세모(탄력적인) 12개 / 선택: 실속 패키지
17088,"슬림모 정말 닦기 편해서 좋네요
나중에 다 쓰면 재구매 할 거같아요",21.03.27.,5,0,0,종류: (반반)교정v 일반모6개+교정v 슬림모6개 / 선택: 실속 패키지
17089,항상 쓰던 제품이라 좋아요,21.04.01.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17090,한달사용기가성비 최강입니다~~~~~,21.03.16.,5,0,한달사용기,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17091,재구매교정 중일때 쓰면 꿀이에요 배송이 엄청 빨라서 좋았어요 ??,21.03.07.,5,재구매,0,종류: 09-어금니 슬림모 / 선택: 실속 패키지 12개
17092,"아이가 교정중이라 칫솔 구매하면서 치간칫솔과 병행하여 사용하려고 구입하였어요.
잘 쓰겠습니다.",21.02.25.,5,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17093,한달사용기치솔 손잡이도튼튼하고 양치질할때 치솔모도 부드럽고 잘사용하고있어요~^^,21.03.05.,5,0,한달사용기,종류: 04-고급 이중슬림모(탄력적인)12개 / 선택: 실속 패키지
17094,배송도 빠르고 칫솔도 좋아요~,21.04.03.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17095,빠른배송부드럽고 좋아요~~,21.04.02.,5,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17096,양도 많고 마트에서보다 훨씬 저렴한 가격에 잘 샀어요^^,21.03.07.,5,0,0,종류: A1.치간칫솔I형 50p / 선택: 2S(보편적인)
17097,한달사용기좋아요~~~~~~~~ ^^,21.03.22.,5,0,한달사용기,종류: 08-어금니 일반모(뾰족형) / 선택: 실속 패키지 12개
17098,한달사용기좋아요~~~~~~~~ ^^,21.03.22.,5,0,한달사용기,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17099,교정 하는 저희 아이를 위해서 넉넉하게 구매했습니다,21.03.07.,5,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17100,한달사용기잘쓰고 있어요. 두가지 구매했어요,21.03.07.,5,0,한달사용기,종류: (반반)교정v 일반모6개+교정v 슬림모6개 / 선택: 실속 패키지
17101,"브이칫솔 사려다 잘못 샀는데ㅜㅜ
그래도 만족합니다
솔이 좋아요",21.03.22.,5,0,0,종류: 04-고급 슬림 미세모(부드러움)12개 / 선택: 실속 패키지
17102,재구매개운하게 잘닦여서 재구매했어요~,21.03.31.,5,재구매,0,종류: 03-이중 슬림 미세모(탄력적인) 12개 / 선택: 실속 패키지
17103,"재구매쓰던거라 믿고 구매했어요.
빠른배송,
챙겨주신 마스크팩도 좋더라구요^^",21.03.01.,5,재구매,0,종류: 02-슬림 미세모(부드러움) 12개 / 선택: 실속 패키지
17104,가격도 저렴하고 갯수도 많아서 너무 좋으네요.,21.03.30.,5,0,0,종류: A1.치간칫솔I형 50p / 선택: 3S(입문자추천)
17105,배송도 빠르고 제품도좋네요 다음에다시구매해야겠어요,21.03.23.,4,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17106,재구매칫솔 더 주문하기전에 교정 끝나면 좋겠어요 ㅜㅜ,21.03.29.,5,재구매,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17107,가성비 좋은데.잘 안닦인다네요~~^^;;,21.04.02.,4,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17108,칫솔은잘골랐는데 포장이엉망으로와서조금은실망‥잘사용할께요,21.03.06.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17109,배송도 빠르고 칫솔 좋으네요.,21.03.11.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17110,한달사용기교정중인데 저희아이는 일반모는 조금 부드럽지 않다고 하네요,21.03.06.,5,0,한달사용기,종류: (반반)교정v 일반모6개+교정v 슬림모6개 / 선택: 실속 패키지
17111,재구매항상쓰는제품이에요~~~,21.03.14.,5,재구매,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17112,재구매늘 쓰던 제품입니다^^ 좋습니다!,21.03.07.,5,재구매,0,종류: 03-이중 슬림 미세모(탄력적인) 12개 / 선택: 실속 패키지
17113,한달사용기가성비 갑입니다. 교정 중인데 잘 사용하고 있습니다.,21.03.02.,4,0,한달사용기,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17114,재구매빠른배송 감사합니다 교정 4년째인데 항상 여기서 구매합니다,21.03.27.,5,재구매,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17115,빠른배송 감사합니다.,21.04.02.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17116,한달사용기가성비 좋은거 같아요. 교정하고 나서 이빨이 너무 시려서 미세모로 바꾸니깐 훨씬 양치하기 좋아요,21.02.24.,5,0,한달사용기,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17117,기대되요~ 잘쓸것 같아요,21.03.29.,4,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17118,교정중이라 구매햇습니다,21.03.31.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17119,한달사용기좋아요. 교정하는 초등 6학년 아이 잘 쓰고있어요,21.03.04.,5,0,한달사용기,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17120,한달사용기재구매좋아요~~~~~~~,21.03.21.,5,재구매,한달사용기,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17121,재구매배송 빨라서 좋네요. 판매할 때 치솔 개별 포장 선택하듯 칫솔모 보호캡도 선택할 수 있게 하면 좋겠어요. 플라스틱 쓰레기가... 맘을 불편하게 하네요,21.02.20.,5,재구매,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17122,"배송빠르고 저렴하게샀습니다
늘 쓰던거에요~!!!",21.03.29.,5,0,0,종류: 04-고급 이중슬림모(탄력적인)12개 / 선택: 실속 패키지
17123,배송 빠르고 제품 좋네요,21.03.11.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17124,배송도 빠르고 항상 쓰던제품이라 믿고 주문합니다,21.03.06.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17125,한달사용기저렴해서 자주바꾸어주려구요!,21.03.31.,5,0,한달사용기,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17126,가격대비 좋아요.배송도빠르구요. 오프라인보다 싸서좋네요,21.03.21.,5,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17127,"치과에서 가끔 서비스로 주는 칫솔이 맘에 들어서 검색해서 샀어요.
모가 아주 부드럽고 헤드가 작아서 맘에 들어요. 배송도 엄청 빨랐습니다.",21.02.20.,5,0,0,종류: 04-고급 이중슬림모(탄력적인)12개 / 선택: 실속 패키지
17128,"아들이 교정 시작해서 구매했어요
 케이스가 깨져서 왔지만 쓰는데는 지장 없으니..씁니다. 포장에 신경을 좀 쓰셔야할듯요",21.02.21.,4,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17129,교정용 칫솔 너무 좋아요!,21.03.11.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17130,완전 좋아요 맨날 치과에서 하나에 2500원씩 구매했었는데 ㅠㅠㅠ 이제야 알다니.. 다 강한모로 주문했는데 원래 치과에서 썼던모가 강한모였어서 아프거나 잇몸이 까지고 그렇진 않았어요! 양치 격하게 하시는 분들은 강한모 추천드려요 :) 그리구 강한모가 튼튼해서 이가 더 잘 닦인 느낌..? ㅎㅎ 한 달에 한개씩 교체해서 쓰는데 열두개 다 쓰면 또 주문할거예요! ㅠㅠㅠ 색깔도 알록달록해서 좋아요 !!! 아무튼 교정하시는 분들은 이거 다 구매하셔서 써보셔야돼요 진짜 최고...ㅠㅠ,21.02.02.,5,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17131,한달사용기어금니에 낀거 잘사용즁에요,21.03.30.,4,0,한달사용기,종류: 09-어금니 슬림모 / 선택: 실속 패키지 6개
17132,교정해서 샀는데 칫솔모 부드럽고 정말 좋습니다!!,21.03.07.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17133,한달사용기굿~~~~~~~~~~~,21.04.07.,4,0,한달사용기,종류: 유아 3단계 이중미세모 12개 / 선택: 실속 패키지 색상혼합
17134,한달사용기굿~~~~~~~~~~~~,21.04.07.,4,0,한달사용기,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17135,딸래미가 교정중이라 샀네요,21.03.30.,4,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17136,"재구매늘 쓰던거에요
너무 좋아요",21.03.26.,5,재구매,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17137,한달사용기계속 주문해서 잘쓰고 있어요,21.03.09.,5,0,한달사용기,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17138,한달사용기아이들 교정중이라 교정칫솔이 넉넉히 필요하여 구입했는데 사용중인 칫솔과 같아서 잘 사용중입니다,21.03.23.,5,0,한달사용기,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17139,한달사용기재구매싼 가격에 자주 바꾸면서 쓰기 좋아요,21.03.28.,5,재구매,한달사용기,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17140,한달사용기넉넉히 잘 쓰고 있습니다.,21.03.11.,5,0,한달사용기,종류: 03-이중 슬림 미세모(탄력적인) 12개 / 선택: 실속 패키지
17141,생각보다는 불편하네요 잘 써볼게요,21.03.25.,4,0,0,종류: 08-어금니 일반모(뾰족형) / 선택: 실속 패키지 6개
17142,칫솔이작아서 조아요,21.04.01.,5,0,0,종류: 03-이중 슬림 미세모(탄력적인) 12개 / 선택: 실속 패키지
17143,아직 사용해보지는 않았지만 빠른배송으로 받았습니다,21.03.25.,5,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 개별 박스포장
17144,재구매너무 부드럽지도 않고 적당해요,21.03.09.,5,재구매,0,종류: 유아 3단계 이중미세모 12개 / 선택: 실속 패키지 색상혼합
17145,튼튼하고 좋아요 ㅋ,21.03.13.,5,0,0,종류: 01-일반 강한모(치석 제거용) 12개 / 선택: 실속 패키지
17146,교정해서 구매했어요 괜첞아요,21.03.29.,5,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17147,배송도 빠르고 칫솔도 가성비 갑! 미세모로 했더니 잇몸에 닿아도 부드럽고 좋습니다~,21.03.23.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17148,좋아요좋아요좋아요ㅎㅎ,21.04.24.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17149,한달사용기교정용 칫솔 여러개를 한번에 저렴하게 잘 샀어요,21.03.05.,5,0,한달사용기,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17150,저렴하게 구매해서 잘 쓰교있습니다.,21.03.29.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17151,한달사용기잘못 주문해서 양치할때 쫌 아파요,21.03.08.,3,0,한달사용기,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17152,가성비좋아서 오래 두고 쓸꺼같아요~,21.03.08.,5,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17153,부드럽고 잘 닦여서 좋아요,21.03.30.,5,0,0,종류: (반반)교정v 일반모6개+교정v 슬림모6개 / 선택: 실속 패키지
17154,재구매되게 깨끗이 닦여요. 이거 산 이후로는 마트에 파는 칫솔안삼,21.03.19.,5,재구매,0,종류: 04-고급 이중슬림모(탄력적인)12개 / 선택: 실속 패키지
17155,한달사용기안쪽 어금니까지 꼼꼼하게 닦을때 유용해요,21.03.06.,5,0,한달사용기,종류: 09-어금니 슬림모 / 선택: 실속 패키지 12개
17156,"칫솔모 케이스가 따로따로 있어서 좋고
치과에서 준 교정칫솔이랑 크게 다르지 않아
좋다고 하네요",21.02.28.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17157,한달사용기굿ㅂ~~~~*~~~,21.04.07.,4,0,한달사용기,종류: 01-일반 강한모(치석 제거용) 12개 / 선택: 실속 패키지
17158,한달사용기이 칫솔 아니면 다른 칫솔은 힘이 없어서 제대로 닦이질 않아 못쓰겠네요~~,21.03.05.,5,0,한달사용기,종류: 00-대왕 칫솔 실속 패키지 12개 / 선택: 이중슬림 블랙 숯모(탄력적인)
17159,치과에서 비싸게 샀는데 저렴해서 좋네요,21.03.07.,5,0,0,종류: 04-고급 슬림 미세모(부드러움)12개 / 선택: 실속 패키지
17160,한달사용기교정칫솔 잘쓰고있습니다,21.03.30.,4,0,한달사용기,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17161,배송 짱 빠르네요.....0_0 놀래버림......... 포장도 간단하고 딱 제품만 왔어요 굳굳,21.03.06.,5,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17162,초5 교정을 시작해서 구매해봤어요. 가격도 저렴하고 다양한 칫솔을 다 함께 구매할 수 있어서 좋아요,21.02.23.,5,0,0,종류: A1.치간칫솔I형 50p / 선택: 1S
17163,초5 교정을 시작해서 구매해봤어요. 가격도 저렴하고 다양한 칫솔을 다 함께 구매할 수 있어서 좋아요,21.02.23.,5,0,0,종류: 유아 3단계 이중미세모 12개 / 선택: 실속 패키지 색상혼합
17164,초5 교정을 시작해서 구매해봤어요. 가격도 저렴하고 다양한 칫솔을 다 함께 구매할 수 있어서 좋아요,21.02.23.,5,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17165,한달사용기편하게 잘 사용하고 있습니다??,21.03.09.,5,0,한달사용기,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17166,한달사용기교정하고있어서 교정용칫솔 구매 만족하며 사용했어요~,21.03.05.,5,0,한달사용기,종류: (반반)교정v 일반모6개+교정v 슬림모6개 / 선택: 실속 패키지
17167,"한달사용기치과세서 사용하는거라 똑같아요.
좋아요.",21.03.24.,5,0,한달사용기,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17168,한달사용기교정 시작부터 끝나는 날까지 여기서만 칫솔 삽니다,21.03.25.,5,0,한달사용기,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17169,교정중이라 필요해서 샀네요~~,21.03.30.,4,0,0,종류: A1.치간칫솔I형 50p / 선택: 1S
17170,아직 신용전이지만 칫솔모가 좋은거 같아요 배송은 완전만족합니다,21.02.25.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17171,제품만족되어서 재주문했어요,21.03.08.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17172,한달사용기잘 쓰고 있어요 교정칫솔,21.03.30.,5,0,한달사용기,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17173,부담없이 쓰기 좋고 좋습니다!,21.03.09.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17174,한달사용기교정중에 사용하는거라 일반칫솔보다 좋아요,21.03.05.,5,0,한달사용기,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
